Реплика;Эмоция;;;
Она не перетерпела?;Surprise;;;
Тушуйся.;Fear;;;
Позлись?;Anger;;;
Измочаливай!;Anger;;;
Отпугивай?;Fear;;;
Удивляй?;Surprise;;;
Пригорюнься!;Sadness;;;
Не ужасни!;Anger;;;
Она тушевалась?;Fear;;;
Повреди!;Anger;;;
Не диви!;Neutral;;;
Она тяготила?;Surprise;;;
Хихикай!;Joy;;;
Она не испугала?;Surprise;;;
Она разозлилась.;Anger;;;
Не понравься!;Anger;;;
Зли?;Anger;;;
Отчаивайся?;Sadness;;;
Она колола!;Neutral;;;
Она надивилась?;Surprise;;;
Она прискучила.;Sadness;;;
Возмутись!;Anger;;;
Она раздосадовала.;Sadness;;;
Не прогневайся!;Fear;;;
Не оплакивай?;Surprise;;;
Помрачай.;Sadness;;;
Она насладилась.;Joy;;;
Не истомись!;Anger;;;
Она не обмирала!;Surprise;;;
Порадуйся?;Joy;;;
Она разобиделась.;Sadness;;;
Она гневалась!;Anger;;;
Она посетовала?;Sadness;;;
Не стращай.;Joy;;;
Она не раздражалась!;Joy;;;
Она не расстраивалась?;Surprise;;;
Не приунывай.;Joy;;;
Она погневалась.;Anger;;;
Она не поверила.;Neutral;;;
Тоскуй!;Sadness;;;
Она разъярилась.;Anger;;;
Не изуми?;Surprise;;;
Она погрустила!;Sadness;;;
Не замучивайся?;Surprise;;;
Она испугала.;Fear;;;
Не жги?;Surprise;;;
Она раздразнивала?;Surprise;;;
Не сконфузься.;Neutral;;;
Не прискучивай.;Neutral;;;
Изнервничайся?;Fear;;;
Она не возмущала?;Surprise;;;
Она не ужасалась!;Surprise;;;
Не надоедай.;Anger;;;
Не унывай.;Joy;;;
Не топай!;Anger;;;
Натерпись.;Sadness;;;
Не запугивай!;Anger;;;
Она не любовалась!;Sadness;;;
Она не озлобляла.;Joy;;;
Она заинтересовала?;Joy;;;
Изматывайся.;Sadness;;;
Измотайся!;Sadness;;;
Она не ободрялась?;Surprise;;;
Любуйся?;Joy;;;
Она поплакала?;Sadness;;;
Она не обмерла!;Joy;;;
Она тужила!;Sadness;;;
Забойся!;Fear;;;
Пугай!;Fear;;;
Она возмущала?;Anger;;;
Она не интересовалась.;Neutral;;;
Устрашай?;Fear;;;
Не изнуряй?;Surprise;;;
Не глуши.;Neutral;;;
Она не позлорадствовала.;Sadness;;;
Она не трепетала?;Surprise;;;
Она не раздосадовала?;Surprise;;;
Она не переутомила?;Surprise;;;
Она позлила?;Anger;;;
Она не истомилась!;Joy;;;
Она не рассердилась!;Joy;;;
Она не сосала.;Neutral;;;
Не запугай?;Surprise;;;
Она не хмурилась!;Anger;;;
Воспрянь?;Joy;;;
Не возненавидь!;Fear;;;
Не утомляй?;Joy;;;
Возмущайся?;Anger;;;
Она умаивала!;Sadness;;;
Она возвеселилась.;Joy;;;
Она не поощряла!;Anger;;;
Она не умаяла!;Joy;;;
Опасайся?;Fear;;;
Она сохла?;Surprise;;;
Не отпугивай!;Anger;;;
Не злись?;Surprise;;;
Она измоталась.;Sadness;;;
Она огорчала!;Sadness;;;
Она умаялась?;Surprise;;;
Не расстраивайся!;Joy;;;
Она не изматывалась?;Surprise;;;
Она не плавала?;Surprise;;;
Она дулась!;Sadness;;;
Она не спугивала?;Surprise;;;
Она упивалась?;Surprise;;;
Она не злила!;Joy;;;
Воскреси?;Surprise;;;
Удивись!;Surprise;;;
Не раздражай?;Surprise;;;
Она потосковала?;Sadness;;;
Просияй!;Joy;;;
Она не посмеялась.;Sadness;;;
Она остолбенела?;Surprise;;;
Она не удручала!;Joy;;;
Она серчала.;Anger;;;
Опостылей?;Sadness;;;
Поверь?;Surprise;;;
Не никни.;Joy;;;
Не терпи.;Neutral;;;
Разъярись?;Anger;;;
Она не изматывалась!;Joy;;;
Она не потосковала!;Joy;;;
Она не угнетала.;Joy;;;
Обидь.;Sadness;;;
Она болела!;Sadness;;;
Она не злобилась!;Neutral;;;
Не волнуйся?;Surprise;;;
Она веселилась?;Joy;;;
Она разнервничалась.;Fear;;;
Раздражись.;Anger;;;
Она затравила!;Anger;;;
Она не паниковала.;Neutral;;;
Она не сердилась?;Fear;;;
Она не застращала!;Joy;;;
Радуйся!;Joy;;;
Она не освежила!;Sadness;;;
Она омрачилась!;Sadness;;;
Она не кисла.;Joy;;;
Она не истосковалась!;Joy;;;
Она не мучилась!;Joy;;;
Смутись.;Fear;;;
Разозли!;Anger;;;
Не развлекай!;Sadness;;;
Не надуйся?;Surprise;;;
Не паникуй.;Neutral;;;
Она не торжествовала.;Sadness;;;
Она не оплакивала?;Surprise;;;
Понервничай?;Fear;;;
Удиви!;Surprise;;;
Она не убивалась.;Joy;;;
Она не потосковала?;Surprise;;;
Не растревоживай!;Anger;;;
Она подшучивала.;Joy;;;
Она запугивала.;Fear;;;
Она волновалась?;Fear;;;
Соси?;Surprise;;;
Она не мучила?;Fear;;;
Она взбадривалась?;Joy;;;
Прискучь!;Sadness;;;
Она интересовалась!;Joy;;;
Опасайся!;Anger;;;
Убивайся!;Sadness;;;
Не расцвети.;Sadness;;;
Она не стыдилась?;Surprise;;;
Она поволновалась.;Fear;;;
Не погневайся!;Fear;;;
Не наскучь.;Neutral;;;
Она не позлилась!;Joy;;;
Не раздражайся!;Fear;;;
Она не изматывала!;Joy;;;
Она выматывала.;Sadness;;;
Не побойся!;Joy;;;
Она убивала?;Fear;;;
Истерзайся.;Sadness;;;
Изнури!;Sadness;;;
Осердись?;Anger;;;
Не посмеивайся?;Sadness;;;
Она не трепетала!;Surprise;;;
Она соскучилась?;Sadness;;;
Она паниковала?;Fear;;;
Она развеселилась.;Joy;;;
Стоскуйся!;Sadness;;;
Она любила?;Joy;;;
Она вдохновлялась.;Joy;;;
Она не взбадривалась?;Surprise;;;
Она не дивила?;Surprise;;;
Злись.;Anger;;;
Она не оплакала.;Joy;;;
Она обеспокоила.;Fear;;;
Привязывайся?;Surprise;;;
Не подавляй!;Anger;;;
Она травмировала.;Neutral;;;
Она не бесилась.;Neutral;;;
Она мучилась!;Sadness;;;
Хмурься!;Sadness;;;
Не озлобляйся?;Joy;;;
Не разочаруй!;Anger;;;
Она не измотала!;Joy;;;
Она не развеселила?;Surprise;;;
Она насытилась!;Joy;;;
Она доставала!;Anger;;;
Не сдрейфи!;Joy;;;
Затрави?;Anger;;;
Она не окрысилась.;Neutral;;;
Она не сломила!;Joy;;;
Она не взволновала.;Neutral;;;
Гневайся.;Anger;;;
Она не озлобилась!;Joy;;;
Она не замучилась.;Joy;;;
Она взбесилась?;Anger;;;
Она пугала!;Fear;;;
Балдей?;Joy;;;
Серчай?;Anger;;;
Не ликуй!;Sadness;;;
Она не мучилась?;Surprise;;;
Она обожглась.;Sadness;;;
Уважай!;Anger;;;
Она не омрачила.;Joy;;;
Затоскуй!;Sadness;;;
Она напугала!;Fear;;;
Она встревожилась.;Surprise;;;
Радуйся.;Joy;;;
Она не омрачала?;Surprise;;;
Не рассвирепей?;Neutral;;;
Она злилась.;Anger;;;
Она не недолюбливала!;Neutral;;;
Не беси.;Anger;;;
Она не изумлялась.;Neutral;;;
Она топала?;Surprise;;;
Она стервенела!;Anger;;;
Она не сникала.;Joy;;;
Содрогайся.;Fear;;;
Подивись?;Surprise;;;
Она восторгалась.;Joy;;;
Она осточертела?;Anger;;;
Не возрадуйся.;Sadness;;;
Она не прискучила?;Surprise;;;
Она струсила?;Fear;;;
Не забеспокойся!;Neutral;;;
Она не шантажировала.;Neutral;;;
Она надеялась.;Neutral;;;
Она раздражалась!;Anger;;;
Не помучься?;Surprise;;;
Она не опечалила?;Surprise;;;
Она не поплакала?;Surprise;;;
Воскреси!;Neutral;;;
Ужасайся.;Fear;;;
Она не пуганула?;Surprise;;;
Она разозлила?;Anger;;;
Она привязывалась?;Anger;;;
Она не замучивалась!;Joy;;;
Она стыдилась.;Fear;;;
Не восхищай?;Surprise;;;
Огорчай?;Sadness;;;
Она не осознавала!;Anger;;;
Она не гневалась?;Fear;;;
Она любовалась?;Joy;;;
Опечаль!;Sadness;;;
Никни?;Sadness;;;
Не вымотай?;Surprise;;;
Она радовала?;Joy;;;
Поволнуйся!;Fear;;;
Она устрашилась.;Fear;;;
Не растревоживай?;Surprise;;;
Она стосковалась!;Sadness;;;
Удовлетворяй?;Joy;;;
Она не ликовала.;Sadness;;;
Она не напугала.;Joy;;;
Не наскучь!;Joy;;;
Она растревоживала.;Surprise;;;
Она презирала?;Surprise;;;
Она измотала?;Sadness;;;
Она не горевала.;Joy;;;
Она не сконфузилась.;Joy;;;
Запугивай?;Fear;;;
Она рассерчала?;Anger;;;
Не взбеленись!;Anger;;;
Она окрылила!;Joy;;;
Она не поверила?;Surprise;;;
Она захандрила?;Sadness;;;
Она подивилась!;Surprise;;;
Ужасни!;Fear;;;
Она раздражилась?;Anger;;;
Она не посмеялась!;Sadness;;;
Она испугалась.;Fear;;;
Возрыдай.;Sadness;;;
Она обожала.;Joy;;;
Она подружилась!;Joy;;;
Перепугай?;Fear;;;
Подавляй!;Anger;;;
Она не тревожилась?;Surprise;;;
Она злила.;Anger;;;
Сохни?;Surprise;;;
Взбесись?;Anger;;;
Она не заволновалась?;Surprise;;;
Она не восторгала!;Anger;;;
Она сохла!;Neutral;;;
Она надивилась.;Surprise;;;
Она восхитилась!;Joy;;;
Стоскуйся?;Sadness;;;
Она светилась.;Joy;;;
Не опечалься?;Joy;;;
Не досадуй?;Surprise;;;
Поражайся.;Surprise;;;
Она мечтала!;Joy;;;
Она удивила.;Surprise;;;
Она не озлобила?;Fear;;;
Она не переволновалась?;Surprise;;;
Напугай!;Fear;;;
Она обидела.;Sadness;;;
Она стращала.;Fear;;;
Она посмеивалась.;Joy;;;
Она не поощряла.;Anger;;;
Она помрачила.;Sadness;;;
Не измайся.;Joy;;;
Устыдись?;Fear;;;
Не бойся?;Surprise;;;
Она не ненавидела.;Joy;;;
Подосадуй?;Sadness;;;
Она не травмировала!;Anger;;;
Не встряхнись!;Sadness;;;
Она загрустила?;Sadness;;;
Она развлекла.;Joy;;;
Не дрожи.;Neutral;;;
Возликуй!;Joy;;;
Она не подавила!;Joy;;;
Она умаялась.;Sadness;;;
Она восхищала?;Joy;;;
Она не привязывалась!;Neutral;;;
Скучай!;Sadness;;;
Она не погоревала?;Surprise;;;
Она не восхищалась?;Surprise;;;
Она печалилась?;Sadness;;;
Она угнетала.;Sadness;;;
Она не обалдевала?;Surprise;;;
Она не досадовала.;Joy;;;
Она не приободрялась?;Surprise;;;
Она ярилась.;Неграмматично;;;
Она насмехалась!;Joy;;;
Изумись!;Surprise;;;
